Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-03,70.6413732567964,70.73837899780727,69.96232685817253,70.4404296875,1495893,0.0,0.0
2017-04-04,70.54437255379065,71.14026500541378,70.22563317044404,70.84231567382812,878665,0.0,0.0
2017-04-05,70.77996694127346,71.5421550577032,70.59288129782986,71.4590072631836,1299668,0.0,0.0
2017-04-06,71.2164969605342,71.50058215665986,70.93240555285948,71.34814453125,908040,0.0,0.0
2017-04-07,71.4936562794612,71.79853153028093,71.2442128924269,71.34814453125,928250,0.0,0.0
2017-04-10,71.25807916688902,71.66689231574749,70.90469788827916,71.50752258300781,1068428,0.0,0.0
2017-04-11,71.50751324909452,71.67380883813372,71.05712625633882,71.4590072631836,888418,0.0,0.0
2017-04-12,71.5698812566287,72.12420617783188,71.22343206309539,72.03412628173828,1110493,0.0,0.0
2017-04-13,72.01333786071957,72.13112747326251,71.29271737240317,71.72232055664062,971255,0.0,0.0
2017-04-17,71.79159064641742,72.41519898364974,71.79159064641742,72.36669921875,1106850,0.0,0.0
2017-04-18,72.33898627466039,72.64386147431952,72.1311106087993,72.35284423828125,773973,0.0,0.0
2017-04-19,72.37362925503808,72.42906111042312,71.6530151350326,71.95095825195312,624630,0.0,0.0
2017-04-20,71.95095687905858,71.95095687905858,71.18183679449271,71.67379760742188,1062788,0.0,0.0
2017-04-21,71.64608640331765,72.34591671610862,71.64608640331765,72.02718353271484,1926883,0.0,0.0
2017-04-24,72.16577247356639,72.3874999340539,71.77081732879842,72.37364196777344,1144215,0.0,0.0
2017-04-25,72.11033999512357,72.42907321686343,71.93711231231644,72.25585174560547,1025658,0.0,0.0
2017-04-26,72.0895337462101,72.86558588853588,72.06874990740957,72.36669921875,1440080,0.0,0.0
2017-04-27,72.53300449359095,73.315982616574,72.31127705508935,72.80323791503906,1563690,0.0,0.0
2017-04-28,72.74779373530342,72.79629971417694,72.24890704056585,72.47063446044922,987235,0.0,0.0
2017-05-01,72.58844652419684,72.58844652419684,71.75696230176098,72.020263671875,564705,0.0,0.0
