Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-03,28.758213626346866,28.758213626346866,28.39661932127999,28.55048942565918,6326900,0.0,0
2017-04-04,28.596650590027632,28.842844536763252,28.535104304464998,28.750520706176758,3121100,0.0,0
2017-04-05,28.69666638343946,28.896698413332214,28.627424978450176,28.85822868347168,3362500,0.0,0
2017-04-06,28.835151788573413,28.850539094936813,28.66589435340463,28.78129768371582,3097100,0.0,0
2017-04-07,28.8351462680163,28.927467153693037,28.658196680957538,28.673583984375,2586900,0.0,0
2017-04-10,28.658204456831296,28.727445873583235,28.473559700549842,28.681283950805664,2472900,0.0,0
2017-04-11,28.665890814733764,28.81206873972676,28.542795313850743,28.735132217407227,2573900,0.0,0
2017-04-12,28.735136359136654,29.06595611572266,28.63512326794826,29.065956115722656,3258500,0.0,0
2017-04-13,29.027490704903762,29.08134481345156,28.827461578130325,28.912090301513672,2756900,0.0,0
2017-04-17,28.965936241910846,29.181352615356445,28.950548938832164,29.181352615356445,3341700,0.0,0
2017-04-18,29.142888844062593,29.458321252782117,29.142888844062593,29.312143325805664,4097900,0.0,0
2017-04-19,29.235215321326883,29.265989936550362,28.93517015997009,29.058265686035156,3175100,0.0,0
2017-04-20,29.05825367593621,29.127495064156378,28.788980306267728,29.08133316040039,2644900,0.0,0
2017-04-21,29.073644428633646,29.335222711315293,29.04286982247628,29.181352615356445,3919900,0.0,0
2017-04-24,29.219823113669822,29.28906451889672,29.019794017918972,29.235210418701172,3471300,0.0,0
2017-04-25,29.181361065062767,29.35831069946289,29.12750695610746,29.35831069946289,2756200,0.0,0
2017-04-26,29.265985292941078,29.43523978015705,29.181356581918905,29.189048767089844,2802800,0.0,0
2017-04-27,29.181349635794625,29.48139467812289,29.165962334287062,29.2967529296875,2067400,0.0,0
2017-04-28,29.312138636973604,29.404462450241454,29.227512877053123,29.319833755493164,3254000,0.0,0
2017-05-01,29.365996919565177,29.373692039183286,29.14288834271993,29.21982192993164,3565500,0.0,0
2017-05-02,29.227516788280976,29.373691776607835,29.081338865125918,29.26598358154297,2835400,0.0,0
2017-05-03,29.22751704954975,29.34291743036731,29.11980591869384,29.21982192993164,2904000,0.0,0
2017-05-04,28.773605363350416,29.612194479846945,28.773605363350416,29.5737247467041,3834200,0.0,0
2017-05-05,29.650664252801725,29.843001198497387,29.519873603617658,29.642969131469727,3165500,0.0,0
2017-05-08,29.68143409823903,29.789142300945723,29.612192691523525,29.76605987548828,2690200,0.0,0
2017-05-09,29.704515499450395,29.742982297915752,29.47371177382965,29.51987075805664,3356100,0.0,0
2017-05-10,29.535260911452777,29.666051560636845,29.50448629578254,29.642969131469727,3706100,0.0,0
2017-05-11,29.596803555785783,29.68143226262969,29.435238326889124,29.650657653808594,2633600,0.0,0
2017-05-12,29.66604288573865,29.881459262780826,29.612188791478108,29.819910049438477,1884600,0.0,0
2017-05-15,29.812218637845646,29.996863347830217,29.75066942290809,29.873767852783203,2134100,0.0,0
2017-05-16,29.827607515879574,29.9199284083305,29.60449600219727,29.604496002197266,2658100,0.0,0
2017-05-17,29.60449757142824,29.935317299643604,29.60449757142824,29.76605987548828,3960900,0.0,0
2017-05-18,29.819910512479865,29.989167916971518,29.589106828518204,29.850685119628906,3289600,0.0,0
2017-05-19,29.82760110067363,29.958388758947446,29.6275691194191,29.86606788635254,4762600,0.0,0
2017-05-22,29.85068924473747,30.196896285936834,29.85068924473747,30.119962692260742,3150900,0.0,0
2017-05-23,30.204584431979704,30.443083236205645,30.143038152235384,30.2276668548584,2650600,0.0,0
2017-05-24,30.273834890295692,30.504641579182195,30.273834890295692,30.443092346191406,2542700,0.0,0
2017-05-25,30.427687115732162,30.727732112760364,30.404607634369142,30.69696044921875,2125500,0.0,0
2017-05-26,30.650817143996512,30.7739126773126,30.620042526960237,30.66620445251465,2144800,0.0,0
2017-05-30,30.673892974853516,30.727747080818723,30.60465156220844,30.673892974853516,2199600,0.0,0
2017-05-31,30.704660415649418,30.850835392718913,30.504631345194948,30.704660415649414,5623000,0.0,0
2017-06-01,30.55849173948125,30.750828665465242,30.520022006421588,30.743133544921875,3754500,0.0,0
2017-06-02,30.920077615162647,30.927772734324908,30.673886628875387,30.820064544677734,3490700,0.0,0
2017-06-05,30.843149300555137,30.904695590225103,30.71235866591005,30.789295196533203,2370300,0.0,0
2017-06-06,30.873909987598783,30.927764067330653,30.673878033028494,30.69696044921875,3444000,0.0,0
2017-06-07,30.778558104138305,30.926194652529084,30.731934632143634,30.81740951538086,4639900,0.395,0
