Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-03,10.286950369820731,10.425295864982008,9.881796849764635,10.059669494628906,520900,0.0,0
2017-04-04,10.030024641691513,10.227661356571538,9.950970332700184,10.010261535644531,410100,0.0,0
2017-04-05,10.15848812940285,10.385769974554197,9.950970332700184,10.010261535644531,528300,0.0,0
2017-04-06,10.049788690140197,10.16837015362719,9.901562096381879,10.010261535644531,442100,0.0,0
2017-04-07,9.98061501567686,10.000378118972035,9.684160927036658,9.733570098876953,408100,0.0,0
2017-04-10,9.743453802296518,9.960853651477695,9.595227189274064,9.605109214782715,429100,0.0,0
2017-04-11,9.476644089035087,9.565580418593344,8.943027054087208,9.55569839477539,879400,0.0,0
2017-04-12,9.555698292767323,9.555698292767323,9.002317216090937,9.219717025756836,637700,0.0,0
2017-04-13,9.140663714777178,9.387708680041426,8.854091592766721,8.863973617553711,485300,0.0,0
2017-04-17,8.863973154966924,8.913382333921593,8.57740104791189,8.597164154052734,902500,0.0,0
2017-04-18,8.577402724803335,9.871918000564902,8.419294075159348,9.822508811950684,1406300,0.0,0
2017-04-19,9.842270709477916,9.871915839195148,9.506289431343664,9.5161714553833,578200,0.0,0
2017-04-20,9.644633414388414,9.921323446899118,9.624869369436883,9.802742004394531,472700,0.0,0
2017-04-21,9.941088940973668,10.138724707290887,9.812625457267057,9.891679763793945,496200,0.0,0
2017-04-24,10.198014948576011,10.336360455962728,10.059670383590964,10.247424125671387,510100,0.0,0
2017-04-25,10.385770150410892,10.622933081400634,10.316596922070929,10.504351615905762,332000,0.0,0
2017-04-26,10.484587283956747,10.949032051402646,10.484587283956747,10.731632232666016,517600,0.0,0
2017-04-27,10.622933585299508,10.820569370499147,10.573524403399158,10.761279106140137,438700,0.0,0
2017-04-28,10.761279126582709,10.850214523290171,10.573524423485065,10.583406448364258,285500,0.0,0
2017-05-01,10.682223202118788,10.701986306496332,10.435178271788953,10.524113655090332,260500,0.0,0
2017-05-02,10.494470098258358,10.672342776290423,10.13872568459599,10.237543106079102,367700,0.0,0
2017-05-03,10.217780216846563,10.405533981353399,9.980617269342629,10.198016166687012,365300,0.0,0
2017-05-04,10.14860873984966,11.976741118115363,9.79286334766682,11.245488166809082,1008200,0.0,0
2017-05-05,11.275132076197877,11.38383246417006,11.057732242655264,11.294896125793457,792100,0.0,0
2017-05-08,11.255369686882604,11.265250769908866,10.741515673444454,10.82056999206543,421500,0.0,0
2017-05-09,10.869978142790666,10.929269347317192,10.405533358271672,10.484587669372559,398700,0.0,0
2017-05-10,10.524113870394533,10.741513677404846,10.47470563723906,10.662459373474121,310900,0.0,0
2017-05-11,10.701986575998053,10.81068600881591,10.39565138241971,10.65257740020752,305100,0.0,0
2017-05-12,10.524113435253222,10.543877481619537,10.138723955126077,10.20789623260498,354400,0.0,0
2017-05-15,10.34624327568613,10.553761081527458,10.257306938553882,10.277070045471191,235400,0.0,0
2017-05-16,10.44506015502529,10.533996487559177,10.23754235991345,10.375887870788574,320600,0.0,0
2017-05-17,10.375887402657824,10.375887402657824,9.723688916703598,9.753334045410156,382300,0.0,0
2017-05-18,9.684163534048265,9.713808668172392,9.476645710375738,9.605109214782715,268800,0.0,0
2017-05-19,9.773099737070451,10.48458860014076,9.773099737070451,10.316597938537598,555900,0.0,0
2017-05-22,10.366006062056606,10.514233600160642,10.158488262632327,10.336360931396484,290500,0.0,0
2017-05-23,10.366006101627555,10.642697130183969,10.217779505359395,10.504351615905762,291300,0.0,0
2017-05-24,10.484587042024419,10.701986855744538,10.395651654158689,10.425296783447266,195100,0.0,0
2017-05-25,10.464824779365566,10.603169355454265,10.34624331026022,10.445060729980469,173900,0.0,0
2017-05-26,10.425296732865066,10.5537602156945,10.356123508325116,10.435178756713867,203900,0.0,0
2017-05-30,10.415414759550517,10.504351089817915,10.296833299994544,10.425296783447266,156700,0.0,0
2017-05-31,10.42529678625407,10.445059891651217,10.158487795380045,10.247424125671387,238600,0.0,0
2017-06-01,10.346242157751222,10.711868549031234,10.217778678263386,10.662459373474121,276900,0.0,0
2017-06-02,10.652578326721907,11.028086776027727,10.514233753357786,11.008323669433594,366300,0.0,0
2017-06-05,11.008325148837514,11.364069596955812,11.008325148837514,11.255370140075684,379200,0.0,0
2017-06-06,11.176315453215011,11.5122958387071,11.057733031980366,11.492532730102539,382000,0.0,0
2017-06-07,11.522177041732105,11.551822173723721,11.166432630627448,11.294896125793457,321100,0.0,0
2017-06-08,11.304776400021607,11.69016685796843,11.24548614027698,11.443121910095215,302100,0.0,0
2017-06-09,11.512294889534763,11.956976576496755,11.512294889534763,11.838394165039062,494200,0.0,0
2017-06-12,11.818630269268146,12.036030085895288,11.808748245239258,11.808748245239258,381200,0.0,0
2017-06-13,11.838395561961521,11.986623122573516,11.611114621719059,11.7593412399292,281000,0.0,0
2017-06-14,11.76922253064723,11.76922253064723,11.532059579364084,11.719813346862793,292600,0.0,0
2017-06-15,11.68028589695787,12.006385182438292,11.66052278937815,11.947094917297363,255800,0.0,0
2017-06-16,11.818630608617962,12.036030431487331,11.541940524676216,11.571585655212402,716500,0.0,0
2017-06-19,11.709931424858661,11.868040047716889,11.561703884127777,11.70004940032959,310800,0.0,0
2017-06-20,11.650641539279993,11.769223019850562,11.413478578138854,11.46288776397705,252500,0.0,0
2017-06-21,11.522176742553711,11.73957657045144,11.43324040648638,11.522176742553711,322700,0.0,0
2017-06-22,11.482649637933205,11.650640286274882,11.462886531164514,11.51229476928711,298100,0.0,0
2017-06-23,11.601230672287274,11.67040389939747,11.344303697081857,11.591348648071289,764800,0.0,0
2017-06-26,11.640756607055664,11.719810907697003,11.403593705131644,11.640756607055664,318200,0.0,0
2017-06-27,11.759340399995203,11.858158766678237,11.383832868363966,11.39371395111084,391500,0.0,0
2017-06-28,11.527174956446657,11.853415685945297,11.408542049611746,11.813871383666992,309400,0.005,0
2017-06-29,11.833644146301324,12.09068164274791,11.616150009790632,11.883074760437012,329900,0.0,0
2017-06-30,11.922619588787962,12.021479878607009,11.764441428018426,11.873188972473145,272900,0.0,0
2017-07-03,11.863301682957886,12.130226423373484,11.853415371947566,12.07090950012207,182900,0.0,0
2017-07-05,12.15988699278797,12.209317615513632,11.754557583496823,12.130228996276855,358700,0.0,0
2017-07-06,12.080797214339634,12.080797214339634,11.744670143431023,11.794100761413574,229500,0.0,0
2017-07-07,11.843529151763718,12.061023281606156,11.685351945627588,12.05113697052002,203400,0.0,0
2017-07-10,11.962162480341927,12.219199957759404,11.892959248551032,12.061022758483887,287000,0.0,0
2017-07-11,12.110453801352842,12.140111791573293,11.853415371947566,12.07090950012207,464000,0.0,0
2017-07-12,12.199428476420293,12.327947688611374,11.91273206239726,12.021478652954102,281100,0.0,0
2017-07-13,12.031365096115596,12.248859222432197,11.803984658873127,12.090681076049805,297800,0.0,0
2017-07-14,12.051139682209179,12.476241726462323,12.051139682209179,12.357608795166016,285800,0.0,0
2017-07-17,12.35760716248772,12.35760716248772,12.169771948454574,12.20931625366211,192100,0.0,0
2017-07-18,12.120340742805828,12.288404267481106,11.952277218130549,12.041252136230469,148700,0.0,0
2017-07-19,12.13022663026603,12.31806182861328,12.02147909291873,12.318061828613281,193600,0.0,0
2017-07-20,12.357608540879905,12.36749485398718,12.080798373551195,12.130228996276855,170700,0.0,0
2017-07-21,12.288403493507376,12.367492095101413,11.734782339538617,12.001707077026367,288200,0.0,0
2017-07-24,12.05113697052002,12.149998195760359,11.87318808502213,12.05113697052002,210400,0.0,0
2017-07-25,12.26863078645286,12.387263688019575,12.090680962697542,12.308175086975098,233500,0.0,0
2017-07-26,12.298289168333678,12.337833470116982,11.883074471014254,12.229086875915527,256300,0.0,0
2017-07-27,12.288404199152193,12.772822147435333,12.268631576213018,12.72339153289795,588500,0.0,0
2017-07-28,12.575100051799911,12.842023849487305,12.575100051799911,12.842023849487305,279200,0.0,0
2017-07-31,12.851909413057216,12.851909413057216,12.505896090196877,12.604757308959961,250600,0.0,0
2017-08-01,12.644302275844817,12.664074897766113,12.407036469652274,12.664074897766113,181000,0.0,0
2017-08-02,12.673959747810102,12.723390357782138,12.41692227301435,12.476238250732422,350000,0.0,0
