Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-03,82.93561313747675,82.93561313747675,80.63994558180963,81.73133087158203,93900,0.0,0
2017-04-04,81.35498998259882,82.40873336473183,80.26360470471715,81.14800262451172,112600,0.0,0
2017-04-05,81.17621922325696,81.34557184773462,80.29182138675282,80.46117401123047,118200,0.0,0
2017-04-06,80.77165657520656,81.42084284455892,79.98134909781058,80.92219543457031,86300,0.0,0
2017-04-07,80.44236380545738,81.53374902888503,80.15070373075325,80.85633850097656,56000,0.0,0
2017-04-10,80.79048013324035,82.65335192051315,80.79048013324035,82.26760864257812,87100,0.0,0
2017-04-11,82.01357439816569,82.49340804530992,81.2138564383173,81.92890167236328,63700,0.0,0
2017-04-12,81.74072715357504,82.3052406981012,80.15070172555085,80.92219543457031,110600,0.0,0
2017-04-13,80.76224131299114,81.4396517837836,78.93700440900862,78.95581817626953,67500,0.0,0
2017-04-17,79.18163922865708,79.51093404451406,78.73002978256135,79.28512573242188,69400,0.0,0
2017-04-18,78.61713760799586,80.28244006755165,78.61713760799586,80.14131164550781,59900,0.0,0
2017-04-19,80.03780599624216,80.8187102605985,79.54856900804714,79.99076080322266,85200,0.0,0
2017-04-20,80.26360636872121,81.75955591985357,80.02839476203468,81.48670959472656,61400,0.0,0
2017-04-21,81.56196875964173,82.05120568157591,81.21385304147569,81.67486572265625,79800,0.0,0
2017-04-24,82.85092644107435,82.96383058603732,81.50551588713923,81.6278305053711,75300,0.0,0
2017-04-25,82.27699766763796,83.19903010590579,82.23937013619484,82.58747863769531,52000,0.0,0
2017-04-26,82.36168315461802,83.35897790161958,81.74072117231242,82.6533432006836,45600,0.0,0
2017-04-27,82.74742889462946,83.21785204281517,82.27700574644378,83.01087188720703,65100,0.0,0
2017-04-28,83.31195663742119,83.35899465341724,81.67487863404013,81.721923828125,48900,0.0,0
2017-05-01,81.93830745925726,82.86975053993561,81.58078842040655,82.02298736572266,32700,0.0,0
2017-05-02,82.28642380557748,82.79448171382839,81.60901326124295,82.7474365234375,80400,0.0,0
2017-05-03,82.5592805161546,82.6345499590247,81.29854964948187,81.8724594116211,44500,0.0,0
2017-05-04,82.00416628996578,82.5216274439263,81.4114285317857,82.30523681640625,32800,0.0,0
2017-05-05,82.22997500388277,83.07673818105005,82.22997500388277,82.72862243652344,42100,0.0,0
2017-05-08,82.37110106434872,83.38720967009336,82.37110106434872,82.77566528320312,49600,0.0,0
2017-05-09,82.65336314067198,82.6815873870245,80.26361218227481,80.58350372314453,84400,0.0,0
2017-05-10,80.18835389110875,81.0068857882437,79.76496864057636,80.87516784667969,26900,0.0,0
2017-05-11,80.47998347762422,81.43964342738599,79.6238100043101,80.7340087890625,35400,0.0,0
2017-05-12,80.24477580235303,80.6305190239722,78.91817917283107,79.49209594726562,76000,0.0,0
2017-05-15,79.34105417869274,81.19146341069218,77.7077808734038,80.21905517578125,80900,0.29,0
2017-05-16,79.96415779547375,81.06874494601684,79.66205027465456,80.82328033447266,50400,0.0,0
2017-05-17,80.8232706021418,80.8232706021418,79.39769753361865,79.59595489501953,55900,0.0,0
2017-05-18,79.62427997534562,81.37084637727285,77.72667062852958,78.16094970703125,93700,0.0,0
2017-05-19,78.51027935238739,80.54006066534596,78.51027935238739,79.84143829345703,115500,0.0,0
2017-05-22,80.10575505157732,80.52115550446165,79.3693685780532,79.79420471191406,60400,0.0,0
2017-05-23,80.09632290356542,80.70054509911635,78.70852131896021,80.66278076171875,55400,0.0,0
2017-05-24,80.66277817800493,81.14425725807776,79.47322679792074,79.99247741699219,33800,0.0,0
2017-05-25,80.35123324852354,80.54004773944068,79.64316810336759,80.24738311767578,31000,0.0,0
2017-05-26,80.0679945213011,80.9554383663092,78.78403597215289,80.50227355957031,46600,0.0,0
