Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-03,48.09585415378893,48.19947086918367,47.31008719972052,47.91452407836914,14550700,0.0,0
2017-04-04,47.75045115823946,47.77635780234258,47.47413777651855,47.66410446166992,11937400,0.0,0
2017-04-05,48.173560302766354,48.52758704679416,47.43096681677743,47.47414016723633,17411700,0.0,0
2017-04-06,47.4482452951789,48.05268219136843,47.24100856445937,47.81090545654297,10387500,0.0,0
2017-04-07,47.439595288224965,47.759085295362496,47.15464856938208,47.353248596191406,15848800,0.0,0
2017-04-10,47.482774486589705,47.707277874322585,46.9042410782642,47.094207763671875,14607700,0.0,0
2017-04-11,46.82652228840919,46.852425635619724,45.99758223852222,46.76607894897461,28086800,0.0,0
2017-04-12,46.584751115315115,46.645194457584246,45.8076177234047,45.86806106567383,25601300,0.0,0
2017-04-13,44.72827316502349,45.54858000397293,44.33970642089844,44.33970642089844,47982000,0.0,0
2017-04-17,44.59011815404918,45.55721508076142,44.261994747267735,45.52267837524414,31959100,0.0,0
2017-04-18,45.21181836734342,45.479495089079165,44.97867834608266,45.28953170776367,22257500,0.0,0
2017-04-19,45.66083485386297,45.885338261238424,44.944144691784985,45.030494689941406,17414600,0.0,0
2017-04-20,45.52267639037379,46.2739032287489,45.272266346276915,46.196189880371094,31552900,0.0,0
2017-04-21,46.10120297757192,46.48976968949356,45.72127291142368,45.76444625854492,26177300,0.0,0
2017-04-24,46.757458062171324,46.921518128097084,46.27390792387818,46.32571792602539,23856700,0.0,0
2017-04-25,46.91287686432374,47.56912031128789,46.878336868716346,47.11147689819336,27061300,0.0,0
2017-04-26,47.146014464117364,47.551851185155456,46.93878107450475,47.094207763671875,15915500,0.0,0
2017-04-27,47.09421591130224,47.18919927043887,46.550222405102595,47.00786590576172,13978000,0.0,0
2017-04-28,46.91287953209387,47.12874957604295,46.39478945026679,46.48977279663086,16501900,0.0,0
2017-05-01,46.71427024545543,47.2755336058304,46.60202020851247,47.025123596191406,13915800,0.0,0
2017-05-02,47.02512777119078,47.15465111013517,46.67973769053132,47.094207763671875,15634900,0.0,0
2017-05-03,46.96377842085549,47.72897331916014,46.911608227647655,47.694190979003906,15737100,0.38,0
2017-05-04,48.0594063851131,48.34635244342772,47.711589563552366,47.98114776611328,17054100,0.0,0
2017-05-05,48.042003876164316,48.16373873987745,47.72027554820441,47.92026901245117,13078800,0.0,0
